pointid,Depth,NPP,Wave_exposure,Recreational_fishermen_50km,Coral_area_UFRTM_20km,Deepwater,Marina_slips_25km,SST,Nursery_mangroves,SG_permits_50km,FSA,Total_gravity
6453,-57,363.6908569,7.526536,58158,160721,500,644,297.1634216,396520.25,35,5341.421387,506
6454,-57,362.4676514,7.527216,58158,160700,600,644,297.1658936,389374.7188,35,5300,506
6455,-15,404.469696,7.4925356,59507,161351,3300,644,297.0770569,611498.75,35,6876.955078,491
6456,-15,403.3974609,7.4935131,59507,161330,3200,644,297.0771179,609876.125,35,6835.533691,491
6457,-22,399.1085815,7.497458,59507,161309,2800,644,297.0815735,602737.625,35,6669.848633,491
6458,-22,398.036377,7.4984527,59507,161288,2700,644,297.0841064,598818.5625,35,6628.427246,491
6459,-22,394.8197327,7.5015259,59295,161267,2400,644,297.0916748,586519.25,35,6504.163086,491
6460,-22,392.675293,7.5035563,59295,161246,2200,644,297.0966797,578733.1875,35,6421.320313,491
6461,-22,391.6030884,7.5045586,59295,161246,2100,644,297.0991821,574415.75,35,6379.898926,491
6462,-22,390.5308838,7.5055532,59295,161246,2000,644,297.1016846,569655.625,35,6338.477539,491
6463,-22,389.4586487,7.5065393,59295,161225,1900,644,297.104187,564099.8125,35,6297.056152,491
6464,-22,388.3864441,7.5075173,59295,161183,1800,644,297.1066895,557818.5625,35,6255.634766,491
6465,-22,387.3142395,7.5086107,59295,161183,1700,644,297.1091919,551307.3125,35,6214.213379,491
6466,-22,386.2420349,7.5100336,58935,161162,1600,644,297.1116638,545338.625,35,6172.791992,491
6467,-22,385.1698303,7.5114684,58935,161141,1500,644,297.1141663,539658.0625,35,6131.371094,491
6468,-22,384.0976257,7.5129147,58935,161099,1400,644,297.1166382,533994.0625,35,6089.949707,491
6469,-23,383.0254211,7.5143728,58935,161078,1300,644,297.1191101,527900.75,35,6048.52832,491
6470,-23,381.953186,7.5158424,58935,161057,1200,644,297.121582,521614.6563,35,6007.106934,491
6471,-23,380.8809814,7.517324,58935,161057,1100,644,297.124054,515243.4688,35,5965.685547,491
6472,-23,379.8087769,7.5188169,58935,161036,1000,644,297.1265259,508909.7188,35,5924.26416,491
6473,-23,378.7365723,7.5203218,58935,161015,900,644,297.1289978,502006.1875,35,5882.842773,491
6474,-23,377.6643677,7.5215077,58935,160973,800,644,297.1314697,494380.25,35,5841.421387,491
6475,-23,376.5921631,7.5217376,58530,160973,700,644,297.1339722,486438.3125,35,5800,491
6476,-23,375.5199585,7.521966,58530,160931,600,644,297.1364746,478877.2813,35,5841.421387,491
6477,-23,374.4477539,7.522193,58530,160910,500,644,297.1390076,471647.6563,35,5855.634766,506
6478,-29,373.3755493,7.5224185,58530,160889,400,644,297.1415405,464605.8125,35,5814.213379,506
6479,-29,372.3033447,7.5226426,58530,160868,300,644,297.1440735,457723.7188,35,5772.791992,506
6480,-29,371.2311401,7.5228653,58530,160847,200,644,297.1466064,450856.4375,35,5731.371094,506
6481,-29,370.1589355,7.5230865,58530,160826,100,644,297.1491089,444042.0938,35,5689.949707,506
6482,-29,369.086731,7.5233064,58530,160805,0,644,297.1516418,437393.9063,35,5648.52832,506
6483,-29,368.0145569,7.5236158,58530,160784,100,644,297.1541748,430268.9688,35,5607.106934,506
6484,-29,366.9423523,7.5242138,58158,160763,200,644,297.1566772,422469.2188,35,5565.685547,506
6485,-29,365.8701477,7.5248041,58158,160742,300,644,297.1592102,414380.6563,35,5524.26416,506
6486,-29,364.7979431,7.5253873,58158,160679,400,644,297.1617432,406674.5313,35,5482.842773,506
6487,-57,363.7257385,7.5259633,58158,160637,500,644,297.1642456,399481.8438,35,5441.421387,506
6488,-57,362.5068359,7.5265322,58158,160616,600,644,297.1667786,392605.8125,35,5400,506
6489,-15,403.4320068,7.4928241,59507,161267,3200,644,297.07901,615320.125,35,6735.533691,491
6490,-22,402.3598022,7.4938574,59507,161246,3100,644,297.0791016,613506.0625,35,6694.112793,491
6491,-22,398.0709839,7.4980245,59507,161204,2700,644,297.0860291,604052.3125,35,6528.427246,491
6492,-22,394.8543701,7.5008459,59295,161204,2400,644,297.0936279,592360.0625,35,6404.163086,491
6493,-22,392.7099609,7.5026212,59295,161183,2200,644,297.0986938,584598.6875,35,6321.320313,491
6494,-22,391.6377563,7.5034962,59295,161162,2100,644,297.1012268,580148,35,6279.898926,491
6495,-22,390.5655518,7.5043631,59295,161162,2000,644,297.1037292,575035.625,35,6238.477539,491
6496,-22,389.4933472,7.5052218,59295,161120,1900,644,297.1062622,569074.375,35,6197.056152,491
6497,-22,388.4211426,7.506072,59295,161099,1800,644,297.1087952,562358.5625,35,6155.634766,491
6498,-22,387.348938,7.5070982,59295,161078,1700,644,297.1113281,555393.0625,35,6114.213379,491
6499,-22,386.2767334,7.5087013,58935,161078,1600,644,297.1138306,549419.9375,35,6072.791992,491
6500,-22,385.2045288,7.5103159,58935,161036,1500,644,297.1163635,543768.5625,35,6031.371094,491
6501,-22,384.1323242,7.5119419,58935,160994,1400,644,297.1188965,538159.5625,35,5989.949707,491
6502,-23,383.0601196,7.5135798,58935,160994,1300,644,297.1213989,532259.875,35,5948.52832,491
6503,-23,381.9879456,7.5152297,58935,160994,1200,644,297.1239319,526103.375,35,5907.106934,491
6504,-23,380.915741,7.516891,58935,160973,1100,644,297.1264648,519723.0625,35,5865.685547,491
6505,-23,379.8435364,7.5185637,58935,160952,1000,644,297.1289673,513013.0938,35,5824.26416,491
6506,-23,378.7713318,7.5202484,58935,160931,900,644,297.1315002,505631.25,35,5782.842773,491
6507,-23,377.6991272,7.5216112,58935,160889,800,644,297.1340027,497527.125,35,5741.421387,491
6508,-23,376.6269226,7.5218196,58530,160889,700,644,297.1365356,489188.1563,35,5700,491
6509,-23,375.5547485,7.5220261,58530,160868,600,644,297.1390381,481702.0938,35,5741.421387,491
6510,-23,374.4825439,7.5222316,58530,160847,500,644,297.141571,474661.25,35,5782.842773,506
6511,-29,373.4103699,7.5224357,58530,160826,400,644,297.1440735,467870.9375,35,5824.26416,506
6512,-29,372.3381653,7.5226383,58530,160826,300,644,297.1466064,461254.0625,35,5865.685547,506
6513,-29,371.2659607,7.5228395,58530,160805,200,644,297.1491089,454671.3125,35,5831.371094,506
6514,-29,370.1937866,7.5230398,58530,160784,100,644,297.1516113,448036.25,35,5789.949707,506
6515,-29,369.121582,7.5232382,58530,160742,0,644,297.1541443,441186.5938,35,5748.52832,506
6516,-29,368.049408,7.5234952,58530,160721,100,644,297.1566467,433737.5625,35,5707.106934,506
6517,-29,366.9772034,7.523982,58158,160700,200,644,297.1591492,425593.6875,35,5665.685547,506
6518,-29,365.9049988,7.5244613,58158,160700,300,644,297.1616516,417188.1563,35,5624.26416,506
6519,-29,364.8328247,7.5249333,58158,160658,400,644,297.1641846,409384.6875,35,5582.842773,506
6520,-57,363.7606201,7.5253983,58158,160637,500,644,297.166687,402197.5625,35,5541.421387,506
6521,-57,362.547699,7.525856,58158,160616,600,644,297.1691895,395499.0625,35,5500,506
6522,-15,403.4665833,7.4921317,59507,161162,3200,644,297.0819397,620768.5625,35,6635.533691,491
6523,-22,402.3943787,7.4932175,59507,161141,3100,644,297.0820313,618822.8125,35,6594.112793,491
6524,-22,392.7445984,7.5016947,59295,161078,2200,644,297.1014404,589879.125,35,6221.320313,491
6525,-22,391.6723938,7.5024419,59295,161078,2100,644,297.1039429,585265.9375,35,6179.898926,491
6526,-22,389.5280151,7.5039124,59295,161036,1900,644,297.1089783,573713.6875,35,6097.056152,491
6527,-22,388.4558105,7.5046353,59295,160994,1800,644,297.1114807,566878.25,35,6055.634766,491
6528,-22,387.3836365,7.5055742,59295,160973,1700,644,297.1140137,559932.75,35,6014.213379,491
6529,-22,386.3114319,7.5073571,58935,160994,1600,644,297.1165161,553585.6875,35,5972.791992,491
6530,-22,385.2392273,7.5091515,58935,160973,1500,644,297.1190186,547689,35,5931.371094,491
6531,-22,384.1670532,7.5109577,58935,160910,1400,644,297.1215515,542011.625,35,5889.949707,491
6532,-23,383.0948486,7.5127754,58935,160910,1300,644,297.124054,536108.8125,35,5848.52832,491
6533,-23,382.0226746,7.514605,58935,160910,1200,644,297.1265564,529952.9375,35,5807.106934,491
6534,-23,380.95047,7.5164461,58935,160889,1100,644,297.1290588,523532.0313,35,5765.685547,491
6535,-23,379.8782959,7.5182991,58935,160889,1000,644,297.1315918,516631.5938,35,5724.26416,491
6536,-23,378.8060913,7.5201635,58935,160889,900,644,297.1340942,508998.4688,35,5682.842773,491
6537,-23,377.7339172,7.5217156,58935,160868,800,644,297.1365967,500670.0313,35,5641.421387,491
6538,-23,376.6617126,7.5219026,58530,160847,700,644,297.1390991,492170.5,35,5600,491
6539,-23,375.5895386,7.5220881,58530,160805,600,644,297.1416016,484701.8125,35,5641.421387,491
6540,-23,374.517334,7.5222721,58530,160784,500,644,297.144104,477726.6563,35,5682.842773,506
6541,-29,373.4451599,7.5224547,58530,160784,400,644,297.1466064,471038.6875,35,5724.26416,506
6542,-29,372.3729858,7.5226359,58530,160763,300,644,297.1491089,464528.4688,35,5765.685547,506
6543,-29,371.3008118,7.5228157,58530,160763,200,644,297.1516113,458089.8125,35,5807.106934,506
6544,-29,370.2286072,7.522994,58530,160763,100,644,297.1541138,451574.2813,35,5848.52832,506
6545,-29,369.1564331,7.5231709,58530,160742,0,644,297.1566162,444686.4688,35,5848.52832,506
6546,-29,368.084259,7.5233817,58530,160742,100,644,297.1591187,437109.6875,35,5807.106934,506
6547,-29,367.0120544,7.523757,58158,160721,200,644,297.1616211,428798.25,35,5765.685547,506
6548,-29,365.9398804,7.5241256,58158,160700,300,644,297.1641235,420170.5,35,5724.26416,506
6549,-29,364.8677063,7.5244865,58158,160658,400,644,297.166626,412349.5938,35,5682.842773,506
6550,-57,363.7955017,7.5248404,58158,160616,500,644,297.1690979,405140.6875,35,5641.421387,506
6551,-20,394.9236145,7.4995112,59295,161015,2400,644,297.0991821,602782.1875,35,6204.163086,491
6552,-21,392.7792358,7.5007758,59295,160994,2200,644,297.104187,594589.9375,35,6121.320313,491
6553,-21,391.7070618,7.5013962,59295,160973,2100,644,297.1066895,589757.9375,35,6079.898926,491
6554,-21,389.5626831,7.5026116,59295,160973,1900,644,297.1116943,577859.125,35,5997.056152,491
6555,-21,388.490509,7.5032067,59295,160973,1800,644,297.1141968,570977.875,35,5955.634766,491
6556,-21,387.4183044,7.5040388,59295,160952,1700,644,297.1166992,564007.25,35,5914.213379,491
6557,-21,386.3461304,7.5060015,58935,160931,1600,644,297.1192017,557413.75,35,5872.791992,491
6558,-21,385.2739563,7.5079756,58935,160910,1500,644,297.1217041,551254.0625,35,5831.371094,491
6559,-21,384.2017822,7.5099616,58935,160847,1400,644,297.1242065,545452.9375,35,5789.949707,491
6560,-24,383.1295776,7.5119596,58935,160847,1300,644,297.126709,539315.5625,35,5748.52832,491
6561,-24,382.0574036,7.5139704,58935,160847,1200,644,297.1291809,532969.9375,35,5707.106934,491
6562,-24,380.9852295,7.5160089,58935,160847,1100,644,297.1316833,526516.375,35,5665.685547,491
6563,-24,379.9130554,7.5180473,58935,160847,1000,644,297.1341858,519623.75,35,5624.26416,491
6564,-24,378.8408508,7.5200858,58935,160826,900,644,297.1366882,512037.7188,35,5582.842773,491
6565,-24,377.7686768,7.5218287,58935,160826,800,644,297.1391907,503845.1875,35,5541.421387,491
6566,-24,376.6965027,7.5220118,58530,160826,700,644,297.1416626,495549.4688,35,5500,491
6567,-24,375.6243286,7.5222001,58530,160826,600,644,297.144165,487880.9375,35,5541.421387,491
6568,-24,374.5521545,7.5223932,58530,160805,500,644,297.1466675,480752.8125,35,5582.842773,506
6569,-28,373.4799805,7.5225916,58530,160805,400,644,297.1491394,473931.6563,35,5624.26416,506
6570,-28,372.4078064,7.5227947,58530,160784,300,644,297.1516418,467327.5625,35,5665.685547,506
6571,-28,371.3356323,7.5230026,58530,160784,200,644,297.1541443,460871.9375,35,5707.106934,506
6572,-28,370.2634583,7.5232158,58530,160784,100,644,297.1566162,454487.125,35,5748.52832,506
6573,-28,369.1912842,7.5234342,58530,160763,0,644,297.1591187,447773.75,35,5789.949707,506
6574,-28,368.1190796,7.5236669,58530,160742,100,644,297.1615906,440415.125,35,5831.371094,506
6575,-28,367.0469055,7.5239549,58158,160721,200,644,297.164093,432396.75,35,5865.685547,506
6576,-28,365.9747314,7.5242348,58158,160679,300,644,297.1665649,424091.2188,35,5824.26416,506
6577,-28,364.9025574,7.5245066,58158,160658,400,644,297.1690674,416156,35,5782.842773,506
6578,-50,363.8303833,7.5247707,58158,160637,500,644,297.1715393,408752.8125,35,5741.421387,506
6579,-20,394.958252,7.4993372,59295,160952,2400,644,297.1019592,607736.8125,35,6104.163086,491
6580,-21,392.8139038,7.5005774,59295,160952,2200,644,297.1069336,598940.875,35,6021.320313,491
6581,-21,391.7417297,7.5011978,59295,160952,2100,644,297.109436,593842.5625,35,5979.898926,491
6582,-21,390.6695251,7.5018187,59295,160931,2000,644,297.111908,588060.375,35,5938.477539,491
6583,-21,389.5973511,7.5024395,59295,160931,1900,644,297.1144104,581582.5625,35,5897.056152,491
6584,-21,388.525177,7.5030608,59295,160931,1800,644,297.1169128,574626.875,35,5855.634766,491
6585,-21,387.4530029,7.5038896,59295,160931,1700,644,297.1193848,567583.5,35,5814.213379,491
6586,-21,386.3808289,7.5059257,58935,160931,1600,644,297.1218872,560835.125,35,5772.791992,491
6587,-21,385.3086548,7.5079622,58935,160931,1500,644,297.1243591,554530.6875,35,5731.371094,491
6588,-21,384.2364807,7.5099978,58935,160910,1400,644,297.1268616,548535.1875,35,5689.949707,491
6589,-24,383.1643066,7.5120339,58935,160910,1300,644,297.1293335,541876.875,35,5648.52832,491
6590,-24,382.0921326,7.5140691,58935,160910,1200,644,297.1318359,535202,35,5607.106934,491
6591,-24,381.0199585,7.5161047,58935,160889,1100,644,297.1343079,528810,35,5565.685547,491
6592,-24,379.9477844,7.5181394,58935,160889,1000,644,297.1367798,522074.125,35,5524.26416,491
6593,-24,378.8756104,7.5201745,58935,160889,900,644,297.1392822,514693.4063,35,5482.842773,491
6594,-24,377.8034363,7.5219846,58935,160868,800,644,297.1417542,506748.25,35,5441.421387,491
6595,-24,376.7312622,7.5222445,58530,160868,700,644,297.1442566,498641.7188,35,5400,491
6596,-24,375.6591187,7.5225096,58530,160868,600,644,297.1467285,490862.3125,35,5441.421387,491
6597,-24,374.5869446,7.5227799,58530,160847,500,644,297.1492004,483527.6563,35,5482.842773,506
6598,-28,373.5147705,7.5230551,58530,160847,400,644,297.1516724,476535.1563,35,5524.26416,506
6599,-28,372.4425964,7.523335,58530,160826,300,644,297.1541748,469653.9063,35,5565.685547,506
6600,-28,371.3704529,7.5236201,58530,160826,200,644,297.1566467,463060.2188,35,5607.106934,506
6601,-28,370.2982788,7.52391,58530,160805,100,644,297.1591187,456877.0625,35,5648.52832,506
6602,-28,369.2261047,7.5242052,58530,160784,0,644,297.1615906,450495.25,35,5689.949707,506
6603,-28,368.1539307,7.5244913,58530,160742,100,644,297.1640625,443581.7813,35,5731.371094,506
6604,-28,367.0817871,7.5246544,58158,160742,200,644,297.1665344,436128.375,35,5772.791992,506
6605,-28,366.009613,7.5248098,58158,160721,300,644,297.1690369,428427.2188,35,5814.213379,506
6606,-28,364.937439,7.5249572,58158,160679,400,644,297.1715088,420931.5313,35,5855.634766,506
6607,-50,363.8652649,7.5250964,58158,160658,500,644,297.1739807,413970.5625,35,5841.421387,506
6608,-20,394.9928894,7.4994674,59295,161003,2397.056397,644,297.1047058,612788.8125,35,6004.163086,491
6609,-21,393.1700134,7.5007167,59295,161003,2197.056397,644,297.1096802,603271.1875,35,5921.320313,491
6610,-21,391.9806519,7.5013418,59295,161003,2097.056397,644,297.1121521,597856.0625,35,5879.898926,491
6611,-21,390.7610474,7.5019674,59295,160982,1997.056274,644,297.1146545,591816.3125,35,5838.477539,491
6612,-21,389.4946594,7.502593,59295,160982,1897.056274,644,297.1171265,585137.9375,35,5797.056152,491
6613,-21,388.4224854,7.5032191,59295,160982,1797.056274,644,297.1195984,578030.4375,35,5755.634766,491
6614,-21,387.5335388,7.5040059,59295,161003,1697.056274,644,297.1220703,570826.3125,35,5714.213379,491
6615,-21,386.4613342,7.5060387,58935,161003,1600,644,297.1245422,563842.875,35,5672.791992,491
6616,-21,385.3891602,7.5080714,58935,160994,1500,644,297.1270447,557210.5,35,5631.371094,491
6617,-21,384.3169861,7.5101042,58935,160952,1400,644,297.1295166,550764.75,35,5589.949707,491
6618,-24,383.244812,7.5121365,58935,160952,1300,644,297.1319885,543994.5,35,5548.52832,491
6619,-24,382.1095886,7.5141683,58935,160952,1200,644,297.1344604,537117.5,35,5507.106934,491
6620,-24,381.0374146,7.5162005,58935,160952,1100,644,297.1369324,530903.8125,35,5465.685547,491
6621,-24,380.0282898,7.5182319,58935,160931,1000,644,297.1394043,524353.5,35,5424.26416,491
6622,-24,378.9561157,7.5202637,58935,160931,900,644,297.1418762,517171.5,35,5382.842773,491
6623,-24,377.8839417,7.5221353,58935,160910,800,644,297.1443481,509447.625,35,5341.421387,491
6624,-24,376.8117676,7.5224724,58530,160910,700,644,297.1468201,501492.9063,35,5300,491
6625,-24,375.7395935,7.5228143,58530,160910,600,644,297.149292,493670.4063,35,5341.421387,491
6626,-24,374.6674194,7.5231614,58530,160889,500,644,297.1517639,486158.5,35,5382.842773,506
6627,-28,373.5952759,7.5235133,58530,160868,400,644,297.1542358,478944.6563,35,5424.26416,506
6628,-28,372.3398743,7.5238705,58530,160847,300,644,297.1566772,471903.0313,35,5465.685547,506
6629,-28,371.4509277,7.5242324,58530,160826,200,644,297.1591492,465117.5,35,5507.106934,506
6630,-28,370.3787537,7.5245996,58530,160805,100,644,297.1616211,459139.3125,35,5548.52832,506
6631,-28,369.3065796,7.5249715,58530,160805,0,644,297.164093,453075.375,35,5589.949707,506
6632,-28,368.2344055,7.5253239,58530,160805,100,644,297.1665649,446600.5,35,5631.371094,506
6633,-28,367.1622314,7.5253625,58158,160784,200,644,297.1690063,439727.6875,35,5672.791992,506
6634,-28,365.9036865,7.5253935,58158,160763,282.8427124,644,297.1714783,432672.6875,35,5714.213379,506
6635,-28,365.0071716,7.5254159,58158,160721,382.8427124,644,297.1739502,425743.8125,35,5755.634766,506
6636,-50,363.6403809,7.5254302,58158,160679,482.8427124,644,297.1763916,419185.625,35,5797.056152,506
6637,-20,395.2309265,7.4995971,59419,161054,2355.63501,644,297.1074829,618045.875,35,5904.163086,491
6638,-20,394.3305054,7.5002265,59419,161054,2255.63501,644,297.1099548,613326.4375,35,5862.741699,491
6639,-21,393.5567017,7.5008559,59419,161054,2155.63501,644,297.1124268,607966.5,35,5821.320313,491
6640,-21,392.1890564,7.5014858,59419,161054,2055.63501,644,297.1148987,602130.5625,35,5779.898926,491
6641,-21,391.0303955,7.5021162,59419,161054,1955.634888,644,297.1173706,595740.6875,35,5738.477539,491
6642,-21,389.586731,7.5027466,59419,161054,1855.634888,644,297.1198425,588801.5625,35,5697.056152,491
6643,-21,388.5145569,7.5033774,59419,161054,1755.634888,644,297.1223145,581488.5,35,5655.634766,491
6644,-21,387.4423828,7.5041223,59419,161054,1655.634888,644,297.1247864,574077.625,35,5614.213379,491
6645,-21,386.3702087,7.5061517,59077,161054,1555.634888,644,297.1272278,566841.25,35,5572.791992,491
6646,-21,385.2980347,7.5081811,59077,161045,1472.792236,644,297.1296997,559921.625,35,5531.371094,491
6647,-21,384.2258606,7.5102105,59077,161024,1372.792236,644,297.1321716,553255.125,35,5489.949707,491
6648,-24,383.1536865,7.5122395,59077,161003,1272.792236,644,297.1346436,546637.375,35,5448.52832,491
6649,-24,382.0815125,7.5142679,59077,161003,1200,644,297.137085,540099.8125,35,5407.106934,491
6650,-24,381.0093384,7.5162964,59077,161003,1100,644,297.1395569,533596.6875,35,5365.685547,491
6651,-24,379.9371643,7.5183249,59077,160982,1000,644,297.1419983,526910.125,35,5324.26416,491
6652,-24,378.8649597,7.5203528,59077,160982,900,644,297.1444702,519778.1875,35,5282.842773,491
6653,-24,377.7927856,7.5222812,59077,160961,800,644,297.1469421,512201.8438,35,5241.421387,491
6654,-24,376.7206421,7.5226951,58636,160961,700,644,297.1493835,504379.9375,35,5200,491
6655,-24,375.648468,7.5231142,58636,160931,600,644,297.1518555,496583.8125,35,5241.421387,491
6656,-24,374.5762939,7.5235381,58636,160910,500,644,297.1542969,489003.2188,35,5282.842773,506
6657,-28,373.5041199,7.5239668,58636,160868,400,644,297.1567688,481708.0938,35,5324.26416,506
6658,-28,372.4319458,7.5244007,58636,160868,300,644,297.1592102,474711.9688,35,5365.685547,506
6659,-28,371.3597717,7.5248399,58636,160868,200,644,297.1616821,468099.8438,35,5407.106934,506
6660,-28,370.2876282,7.5252838,58636,160868,100,644,297.1641235,461872.2188,35,5448.52832,506
6661,-28,369.2154541,7.5257325,58636,160847,0,644,297.1665649,455768,35,5489.949707,506
6662,-28,368.14328,7.5261645,58636,160847,100,644,297.1690369,449504.0625,35,5531.371094,506
6663,-28,367.071106,7.5260787,58245,160826,141.4213562,644,297.1714783,443035.0313,35,5572.791992,506
6664,-28,365.9932861,7.5259848,58245,160784,241.4213562,644,297.1739197,436485.7813,35,5614.213379,506
6665,-28,364.8759766,7.5258827,58245,160763,341.4213562,644,297.1763916,430042.0625,35,5655.634766,506
6666,-20,396.2159424,7.4990931,59419,161135,2414.213623,644,297.1078186,627640.9375,35,5845.584473,491
6667,-20,395.3781128,7.4997268,59419,161135,2314.213623,644,297.11026,623436.6875,35,5804.163086,491
6668,-20,394.4614258,7.5003605,59419,161135,2214.213623,644,297.1127319,618556.75,35,5762.741699,491
6669,-21,393.644928,7.5009947,59419,161135,2114.213623,644,297.1152039,612756.5,35,5721.320313,491
6670,-21,392.2804871,7.5016294,59419,161135,2014.213623,644,297.1176453,606574.75,35,5679.898926,491
6671,-21,391.1904297,7.502264,59419,161114,1914.213623,644,297.1201172,599859.75,35,5638.477539,491
6672,-21,389.715271,7.5028996,59419,161114,1814.213623,644,297.1225586,592676.25,35,5597.056152,491
6673,-21,388.5138245,7.5035348,59419,161114,1714.213623,644,297.125,585178.8125,35,5555.634766,491
6674,-21,387.4416504,7.5042391,59419,161135,1614.213623,644,297.1274719,577590.1875,35,5514.213379,491
6675,-21,386.3694763,7.5062652,59077,161094,1514.213623,644,297.1299133,570144.75,35,5472.791992,491
6676,-21,385.2973022,7.5082912,59077,161085,1414.213623,644,297.1323853,562998.3125,35,5431.371094,491
6677,-21,384.2251282,7.5103168,59077,161075,1331.37085,644,297.1348267,556168.6875,35,5389.949707,491
6678,-24,383.1529541,7.5123425,59077,161054,1231.37085,644,297.1372681,549562.875,35,5348.52832,491
6679,-24,382.08078,7.5143676,59077,161054,1131.37085,644,297.13974,543082.1875,35,5307.106934,491
6680,-24,381.008606,7.5163927,59077,161054,1089.949463,644,297.1421814,536451.5,35,5265.685547,491
6681,-24,379.9364319,7.5184174,59077,161033,989.9495239,644,297.1446228,529669.5,35,5224.26416,491
6682,-24,378.8642578,7.520442,59077,161012,900,644,297.1470642,522575.0625,35,5182.842773,491
6683,-24,377.7920837,7.5224218,59077,160991,800,644,297.1495056,515132.875,35,5141.421387,491
6684,-24,376.7199097,7.522913,58636,160970,700,644,297.1519775,507465.625,35,5100,491
6685,-24,375.6477356,7.5234089,58636,160940,600,644,297.1544189,499773.3438,35,5141.421387,491
6686,-24,374.5755615,7.5239096,58636,160940,500,644,297.1568604,492210.4375,35,5182.842773,506
6687,-28,373.5033875,7.5244155,58636,160940,400,644,297.1593018,484864.9688,35,5224.26416,506
6688,-28,372.4312134,7.5249262,58636,160919,300,644,297.1617432,477798.0938,35,5265.685547,506
6689,-28,371.3590393,7.5254421,58636,160919,200,644,297.1641846,471082.1875,35,5307.106934,506
6690,-28,370.2868958,7.5259633,58636,160919,100,644,297.166626,464663.5625,35,5348.52832,506
6691,-28,369.2147217,7.5264888,58636,160889,0,644,297.1690674,458434.9688,35,5389.949707,506
6692,-28,368.1425476,7.5270133,58636,160868,0,644,297.1715088,452207.625,35,5431.371094,506
6693,-28,367.0703735,7.526803,58245,160868,100,644,297.1739502,445933,35,5472.791992,506
6694,-28,365.9909668,7.5265841,58245,160847,200,644,297.1763916,439703.5625,35,5514.213379,506
6695,-28,364.8635254,7.5263577,58245,160826,300,644,297.178833,433638.0625,35,5555.634766,506
6696,-20,397.1259155,7.4985795,59701,161176,2472.792236,644,297.1081543,636650.25,35,5787.005859,491
6697,-20,396.4701538,7.4992175,59419,161176,2372.792236,644,297.1105957,632850.0625,35,5745.584473,491
6698,-20,395.7801819,7.499856,59419,161176,2272.792236,644,297.1130371,628741.75,35,5704.163086,491
6699,-20,394.9119568,7.5004945,59419,161155,2172.792236,644,297.115509,623928.75,35,5662.741699,491
6700,-21,393.7512207,7.5011334,59419,161155,2072.792236,644,297.1179504,617787.1875,35,5621.320313,491
6701,-21,392.522644,7.5017729,59419,161155,1972.792236,644,297.1203918,611092,35,5579.898926,491
6702,-21,391.2798767,7.5024123,59419,161155,1872.792236,644,297.1228333,604018,35,5538.477539,491
6703,-21,389.7673035,7.5030522,59419,161134,1772.792236,644,297.1252747,596652.125,35,5497.056152,491
6704,-21,387.4411926,7.5043559,59419,161135,1572.792236,644,297.1301575,581399.3125,35,5414.213379,491
6705,-21,386.3690186,7.5063787,59077,161114,1472.792236,644,297.1325989,573829.4375,35,5372.791992,491
6706,-21,385.2968445,7.5084014,59077,161105,1372.792236,644,297.1350403,566503.625,35,5331.371094,491
6707,-21,384.2246704,7.5104237,59077,161095,1272.792236,644,297.1374817,559476.3125,35,5289.949707,491
6708,-24,383.1524963,7.5124454,59077,161074,1189.949463,644,297.1399231,552702.5625,35,5248.52832,491
6709,-24,382.0803223,7.5144677,59077,161074,1089.949463,644,297.1423645,546064.5,35,5207.106934,491
6710,-24,381.0081482,7.516489,59077,161053,989.9495239,644,297.1448059,539298.25,35,5165.685547,491
6711,-24,379.9359436,7.5185108,59077,161032,948.5281372,644,297.1472473,532467.6875,35,5124.26416,491
6712,-24,378.8637695,7.5205321,59077,160990,848.5281372,644,297.1496582,525433.0625,35,5082.842773,491
6713,-24,377.7915955,7.522553,59077,160990,765.6854248,644,297.1520996,518136.1563,35,5041.421387,491
6714,-24,376.7194519,7.5231256,58636,160990,665.6854248,644,297.154541,510661.8125,35,5000,491
6715,-24,375.6472778,7.5236983,58636,160981,565.6854248,644,297.1569824,503159.7813,35,5041.421387,491
6716,-24,374.5751038,7.5242763,58636,160951,500,644,297.1593933,495700.0625,35,5082.842773,506
6717,-28,373.5029297,7.524859,58636,160951,400,644,297.1618347,488315.3125,35,5124.26416,506
6718,-28,372.4307556,7.5254469,58636,160930,300,644,297.1642761,481065.6875,35,5165.685547,506
6719,-28,371.3585815,7.5260396,58636,160909,200,644,297.1667175,474064.5,35,5207.106934,506
6720,-28,370.2864075,7.5266376,58636,160909,100,644,297.1691284,467383.75,35,5248.52832,506
6721,-28,369.2142639,7.5272403,58636,160900,0,644,297.1715698,460951.2813,35,5289.949707,506
6722,-28,368.1420898,7.5278478,58636,160900,100,644,297.1739807,454603.375,35,5331.371094,506
6723,-28,367.0699158,7.527535,58245,160900,141.4213562,644,297.1764221,448318.8438,35,5372.791992,506
6724,-28,365.989563,7.5271916,58245,160879,241.4213562,644,297.178833,442239.3125,35,5414.213379,506
6725,-28,364.8564453,7.5268407,58245,160878,341.4213562,644,297.1812744,436503.6563,35,5455.634766,506
6726,-20,397.1254578,7.4986987,59701,161167,2431.37085,644,297.1109619,641320.8125,35,5687.005859,491
6727,-20,396.5419922,7.4993415,59419,161167,2331.37085,644,297.1134033,637460.1875,35,5645.584473,491
