pointid,Depth,NPP,Wave_exposure,Recreational_fishermen_50km,Coral_area_UFRTM_20km,Deepwater,Marina_slips_25km,SST,Nursery_mangroves,SG_permits_50km,FSA,Total_gravity
1,-6.4000001,1093.919678,7.5035195,26237,13452,15041.4209,637,295.4899597,424167.25,28,32473.00195,562
2,-6.4000001,1091.33667,7.503768,26237,13494,15000,551,295.5038452,436737.4375,28,32231.58008,562
3,-8,1087.757935,7.5041208,26237,13662,14900,551,295.5252075,459755.75,28,31890.1582,562
4,-6,1086.707275,7.5042014,26237,13704,14900,551,295.5320435,466673.9375,28,31790.1582,562
5,-6,1086.332886,7.5042038,26237,13767,14800,551,295.5334778,470259.5625,28,31748.73828,562
6,-6,1085.295532,7.5042162,26237,13788,14800,551,295.5404358,477407.625,28,31648.73828,562
7,-6,1080.532715,7.5042338,26998,14061,14600,551,295.5726929,513855.8438,28,31165.89453,562
8,-6,1080.231812,7.5042524,26998,14103,14500,551,295.5765076,517298.5313,28,31124.47266,562
9,-6,1079.519287,7.5042567,26998,14103,14641.4209,551,295.5797424,523330.9063,28,31065.89453,562
10,-6,1079.232544,7.5042596,26998,14124,14541.4209,551,295.5834045,526897.5625,28,31024.47266,562
11,-6,1078.946655,7.5043855,26998,14145,14441.4209,551,295.5870972,529821.5,28,30983.05273,562
12,-6,1078.2323,7.5042644,26998,14145,14582.84277,551,295.590332,537189.1875,28,30924.47266,562
13,-6,1077.960571,7.5044136,26998,14145,14482.84277,551,295.5939331,540040.3125,28,30883.05273,562
14,-6,1076.973633,7.5044322,26998,14166,14500,551,295.6007385,549632,28,30783.05273,562
15,-5.4285712,1075.743408,7.505033,26998,14187,14400,551,295.6109314,554863.3125,28,30641.63086,562
16,-5.4285712,1074.768921,7.5057478,26998,14187,14400,551,295.6176453,559319.0625,32,30541.63086,562
17,-5.4285712,1072.618164,7.5069346,28048,14250,14341.4209,551,295.6341248,569026.4375,32,30300.20898,562
18,-5.4285712,1072.4198,7.5068579,28048,14250,14241.4209,551,295.637146,570413.125,32,30258.78711,562
19,-5.4285712,1071.471069,7.5068541,28048,14271,14282.84277,551,295.6436768,576017.8125,32,30158.78711,562
20,-5.4285712,1070.691284,7.5068545,28048,14271,14400,551,295.6474304,580086.625,32,30100.20898,562
21,-5.4285712,1070.521362,7.506824,28048,14292,14300,551,295.6502075,581913.25,32,30058.78711,562
22,-8,1069.415894,7.506824,28048,14313,14200,551,295.6594238,590417,32,29917.36719,562
23,-8,1068.478638,7.506824,28048,14313,14200,551,295.665863,597260.75,32,29817.36719,562
24,-8,1067.414795,7.506824,28048,14313,14100,551,295.6747437,607996.3125,32,29675.94531,562
25,-6,1066.489868,7.506824,28048,14313,14141.4209,551,295.6810913,617689.6875,32,29575.94531,562
26,-6,1065.467651,7.506824,28048,14313,14082.84277,551,295.6896362,633006.1875,32,29434.52344,562
27,-6,1064.555176,7.506824,28048,14313,14100,551,295.6958923,644152.3125,32,29334.52344,562
28,-6,1063.574585,7.5048475,28740,14313,14000,551,295.7041321,661598.75,32,29193.10156,562
29,-6,1062.674439,7.4996142,28740,14313,14000,551,295.7102661,674293.8125,32,29093.10156,562
30,-23,680.0078125,7.5706244,28468,17565,1200,543,296.4448242,378233.8125,32,23791.16797,562
31,-6,1061.735474,7.4865212,28740,14313,13900,551,295.7182007,692476,32,28951.68164,562
32,-6,1060.847778,7.4772043,28740,14313,13900,551,295.7242432,705507.375,32,28851.68164,562
33,-23,676.9117432,7.5713773,28424,17922,1100,543,296.4638062,367236.7813,32,23449.74805,562
34,-6,1059.075073,7.4685225,28740,14322,13800,551,295.737793,736650.625,32,28610.25977,562
35,-23,677.0878906,7.5719743,28424,18027,1100,543,296.467041,367292.2813,32,23349.74805,562
36,-5.2857141,1058.219238,7.4635758,28740,14343,13700,551,295.7450867,754699.25,32,28468.83789,562
37,-23,677.2640381,7.5725713,28424,18174,1100,543,296.4702759,367278.9375,32,23249.74805,562
38,-23,673.8184204,7.5735445,28424,18321,1000,543,296.4835815,354863.9375,32,23108.32617,562
39,-23,673.9949951,7.5741329,28424,18426,1000,543,296.486908,354579.8438,32,23008.32617,562
40,-23,674.1715698,7.5747223,28784,18531,1000,543,296.4902649,354221.6563,32,22908.32617,562
41,-23,674.3480835,7.5753121,28784,18615,1000,543,296.4935913,353788,32,22808.32617,562
42,-27,670.7279053,7.5756574,28784,18636,900,543,296.5040894,341084.0938,32,22766.9043,562
43,-27,670.9049072,7.5762377,28784,18678,941.4213867,543,296.5075684,340447.5938,32,22666.9043,562
44,-27,671.0819092,7.5768189,28784,18750,982.8427124,543,296.510376,339733.0313,32,22566.9043,562
45,-27,671.2588501,7.5774012,28784,18834,1000,543,296.506958,338939.3125,32,22466.9043,562
46,-27,667.817627,7.5777688,28784,18960,941.4213867,543,296.5139465,324883.875,32,22325.48438,562
47,-25,667.9949951,7.5769887,28784,19023,982.8427124,543,296.5104675,323806.125,32,22225.48438,562
48,-25,668.1723633,7.5762053,28784,19107,1000,543,296.5069885,322647.2188,32,22125.48438,562
49,-25,664.7331543,7.5753145,28784,19212,900,543,296.5137329,307895.7188,32,21984.0625,562
50,-25,664.8706055,7.5745797,29166,19296,900,543,296.5101929,306453.9063,32,21884.0625,562
51,-25,664.8778076,7.5738416,29166,19401,941.4213867,543,296.5066528,304930.7188,32,21784.0625,562
52,-25,664.8849487,7.5730996,29166,19506,982.8427124,543,296.5031433,303326.4063,32,21684.0625,562
53,-25,664.8920288,7.5723538,29166,19611,1000,543,296.4996338,301641.375,32,21584.0625,562
54,-25,661.2744751,7.5724769,29166,19611,900,543,296.509552,287712.0625,32,21542.64063,562
55,-25,664.8990479,7.5716047,29166,19695,1041.421387,543,296.4960938,299876.375,32,21484.0625,562
56,-25,661.2827148,7.571784,29166,19695,941.4213867,543,296.5059509,285832.5938,32,21442.64063,562
57,-25,664.9059448,7.5708518,29166,19737,1082.842773,543,296.4925842,298032.2813,32,21384.0625,562
58,-25,661.2908325,7.5710869,29166,19737,982.8427124,543,296.5023804,283874.625,32,21342.64063,562
59,-24,661.2988892,7.570509,29166,19821,1000,543,296.4988098,281839.3125,32,21242.64063,562
60,-24,661.3068848,7.5705652,29166,19926,1000,543,296.4952393,279728.0938,32,21142.64063,562
61,-24,657.6943359,7.5708618,29166,19947,900,543,296.5048828,265421.8438,32,21101.21875,562
62,-24,661.3148193,7.5706224,29166,20052,1041.421387,543,296.4916687,277542.6563,32,21042.64063,562
63,-24,657.7034912,7.570909,29166,20073,941.4213867,543,296.5012207,263128.5625,32,21001.21875,562
64,-24,661.3226318,7.5706801,29618,20199,1082.842773,543,296.4880981,275284.9688,32,20942.64063,562
65,-24,657.7125244,7.5709572,29618,20220,982.8427124,543,296.4975891,260763.8281,32,20901.21875,562
66,-24,657.7215576,7.5710058,29618,20346,1000,543,296.4939575,258329.9063,32,20801.21875,562
67,-24,654.1127319,7.5712724,29618,20367,900,543,296.5033875,243795.9375,32,20759.79883,562
68,-24,657.7304688,7.5710554,29618,20472,1000,543,296.4903564,255829.2813,32,20701.21875,562
69,-24,654.1228638,7.571312,29618,20493,900,543,296.4996948,241194.4375,32,20659.79883,562
70,-24,657.7392578,7.571105,29618,20535,1041.421387,543,296.4867249,253264.7344,32,20601.21875,562
71,-24,654.1329346,7.5713525,29618,20535,941.4213867,543,296.4960022,238530.0625,32,20559.79883,562
72,-24,657.7479858,7.5711555,29618,20556,1082.842773,543,296.4830933,250639.3125,32,20501.21875,562
73,-24,654.1428833,7.571393,29618,20556,982.8427124,543,296.4923401,235805.9219,32,20459.79883,562
74,-24,657.7566528,7.5712066,29618,20577,1100,543,296.4794922,247956.3125,32,20401.21875,562
75,-24,654.152771,7.5714345,29618,20577,1000,543,296.4886475,233025.3594,32,20359.79883,562
76,-23,654.1625977,7.5714765,29618,20619,1000,543,296.4849854,230192.0156,32,20259.79883,562
77,-23,654.1723022,7.5716686,29618,20640,1000,543,296.4812927,227309.75,32,20159.79883,562
78,-23,654.1820068,7.572865,29618,20661,1000,543,296.4776306,224382.7656,32,20059.79883,562
79,-23,650.5818481,7.5730953,29618,20661,900,543,296.4865723,209294.7031,32,20018.37695,562
80,-23,654.1915894,7.5740628,30050,20682,1000,543,296.4739685,221415.4375,32,19959.79883,562
81,-23,650.5926514,7.5742788,30050,20682,900,543,296.4828491,206239.6563,32,19918.37695,562
82,-23,650.6033936,7.5754633,30050,20703,941.4213867,543,296.479126,203150.375,32,19818.37695,562
83,-23,650.6140747,7.5766482,30050,20703,982.8427124,543,296.4754028,200031.7969,32,19718.37695,562
84,-23,647.0177002,7.5768352,29932,20703,882.8427124,543,296.4841309,184830.4063,32,19676.95508,562
85,-23,650.6246338,7.5778346,30050,20703,1000,543,296.4716797,196889.1094,32,19618.37695,562
86,-23,647.02948,7.5780072,29932,20703,900,543,296.4803162,181609.3281,32,19576.95508,562
87,-23,650.6351318,7.5790219,30050,20724,1000,575,296.4679565,193727.6875,32,19518.37695,562
88,-23,647.0412598,7.5791802,29932,20703,900,575,296.476532,178371.0781,32,19476.95508,562
89,-23,650.6455688,7.5802097,30050,20745,1000,588,296.4642334,190553.1406,32,19418.37695,562
90,-23,647.0528564,7.5803542,29932,20745,900,581,296.4727783,175121.3125,32,19376.95508,562
91,-4.2857141,1048.885132,7.5226583,30943,16902,12028.42676,551,295.9126587,1250473.625,33,24164.67578,562
92,-23,647.0644531,7.5815291,29932,20766,900,594,296.4689941,171865.8281,32,19276.95508,562
93,-23,647.0759277,7.582705,29932,20787,900,599,296.46521,168610.6094,32,19176.95508,562
94,-23,647.0873413,7.5837545,29932,20829,900,599,296.4614563,165361.7813,32,19076.95508,562
95,-23,647.0986328,7.5836186,30422,20850,900,599,296.4577026,162125.5938,32,18976.95508,562
96,-23,643.5109863,7.5837421,30422,20850,800,599,296.4659424,146592.3906,32,18935.5332,562
97,-4.2857141,1049.395508,7.5278678,31374,17427,11662.74219,551,295.9361877,1285378.625,33,23681.83203,562
98,-23,643.5234375,7.5836577,30422,20871,782.8427124,599,296.4620972,143313.4844,32,18835.5332,562
99,-4.2857141,1049.65918,7.5256672,31374,17637,11521.32031,551,295.9443665,1299544.5,33,23540.41211,562
100,-23,643.5358276,7.58357,30422,20934,741.4213867,599,296.4582825,140061.75,32,18735.5332,562
101,-4.2857141,1049.650757,7.5222507,31374,17763,11479.89941,551,295.9486694,1310912.25,33,23440.41211,562
102,-7,1049.922852,7.5223379,31374,17868,11379.89941,551,295.9527588,1316064.625,33,23398.99023,562
103,-23,643.5481567,7.5834789,30422,20976,700,599,296.4544678,136843.6875,32,18635.5332,562
104,-4.2857141,1049.642212,7.5176768,31374,17889,11438.47754,551,295.9529419,1323630.25,33,23340.41211,562
105,-7,1049.914429,7.5177422,31374,17994,11338.47754,551,295.9571838,1329077.375,33,23298.99023,562
106,-23,643.5604248,7.583384,30422,20997,682.8427124,599,296.4506531,133665.8281,32,18535.5332,562
107,-27,639.9777222,7.5837312,30422,20997,582.8427124,599,296.4586182,118101,32,18494.11328,562
108,-7,1049.905884,7.5123663,31374,18120,11297.05664,573,295.9615784,1342569.375,33,23198.99023,562
109,-7,1050.178101,7.5129757,31374,18183,11197.05664,573,295.9659119,1348072.875,32,23157.56836,562
110,-23,643.5725708,7.5832853,30422,20997,641.4213867,599,296.4468384,130534.6641,32,18435.5332,562
111,-27,639.9910889,7.5836878,30422,20997,541.4213867,599,296.4547424,114920.1797,32,18394.11328,562
112,-3,1049.897461,7.5064168,31374,18246,11255.63477,573,295.9659729,1357851.125,32,23098.99023,562
113,-3,1050.169556,7.5065436,31374,18330,11155.63477,573,295.9704285,1363933,32,23057.56836,562
114,-3,1050.441773,7.5065455,31374,18435,11055.63477,579,295.9749146,1370438,32,23016.14648,562
115,-30,640.0044556,7.5836411,30422,20997,500,599,296.4508667,111794.2656,32,18294.11328,562
116,-3,1049.888916,7.4999671,31374,18393,11214.21387,583,295.9703674,1375449.625,32,22998.99023,562
117,-3,1050.161133,7.4999404,31374,18456,11114.21387,583,295.9749451,1382065.625,32,22957.56836,562
118,-3,1050.433228,7.4999423,31374,18561,11014.21387,583,295.9795532,1389069.625,32,22916.14648,562
119,-30,640.0177002,7.5835905,30422,21018,400,599,296.446991,108729.6484,32,18194.11328,562
120,-3,1050.152588,7.4933367,31374,18603,11072.79199,589,295.9794617,1402181,32,22857.56836,562
121,-3,1050.424805,7.4933386,31374,18708,10972.79199,596,295.9841614,1409550.75,32,22816.14648,562
122,-3,1050.696899,7.4933414,31374,18771,10872.79199,596,295.9888916,1416585.875,32,22774.72656,562
123,-30,640.0308228,7.5835366,30422,21018,300,599,296.4431152,105732.6328,32,18094.11328,562
124,-3,1050.144165,7.486733,31704,18729,11031.37109,602,295.9839478,1423366.25,32,22757.56836,562
125,-3,1050.41626,7.4867349,31704,18813,10931.37109,602,295.9887695,1430917.625,32,22716.14648,562
126,-3,1050.688355,7.4867377,31704,18918,10831.37109,602,295.9936218,1437687.75,32,22674.72656,562
127,-30,640.0438843,7.5834613,30894,21018,200,599,296.43927,102809.3672,32,17994.11328,562
128,-3,1050.407715,7.4802952,31704,18960,10889.94922,607,295.9933777,1451558.375,32,22616.14648,562
129,-3,1050.679932,7.480279,31704,19023,10789.94922,607,295.9983521,1458378.75,32,22574.72656,562
130,-3,1050.952026,7.4802518,31704,19086,10689.94922,607,296.0033264,1464719.5,32,22533.30469,562
131,-30,640.0568848,7.5831251,30894,21018,100,599,296.4353943,99965.86719,32,17894.11328,562
132,-30,636.4816284,7.5837736,30894,21018,100,599,296.4429321,84364.6875,32,17852.69141,562
133,-3,1050.399292,7.4743261,31704,19065,10848.52832,607,295.9979858,1471464.25,32,22516.14648,562
134,-3,1050.671387,7.4742632,31704,19107,10748.52832,607,296.0030823,1478428.25,32,22474.72656,562
135,-3,1050.943481,7.4741459,31704,19170,10648.52832,607,296.0081482,1484953.375,32,22433.30469,562
136,-30,636.4957886,7.5834689,30894,21018,0,599,296.4390259,81572.28125,32,17752.69141,562
137,-3,1050.662964,7.4689007,31704,19191,10707.10645,607,296.007782,1497710.5,32,22374.72656,562
138,-3,1050.935059,7.4686966,31704,19254,10607.10645,607,296.0130005,1504293.5,32,22333.30469,562
139,-3,1050.13208,7.4676657,31704,19296,10507.10645,607,296.018219,1509757.375,32,22291.88281,562
140,-30,636.5098267,7.5831618,30894,21018,100,599,296.4351196,78872.66406,32,17652.69141,562
141,-3,1050.654419,7.4642901,31704,19254,10665.68555,607,296.0124817,1517121.125,32,22274.72656,562
142,-3,1050.926514,7.464097,31704,19317,10565.68555,607,296.0178223,1524054.625,32,22233.30469,562
143,-3,1050.308106,7.463912,31704,19359,10465.68555,607,296.0231628,1529566.125,32,22191.88281,562
144,-30,640.0953979,7.5821042,30894,21018,141.4213562,599,296.4241638,91971.14063,32,17594.11328,562
145,-30,636.5238037,7.5828524,30894,21018,200,599,296.4315491,76271.21094,32,17552.69141,562
146,-3,1050.918091,7.4603205,31704,19401,10524.26367,607,296.022644,1545258.75,32,22133.30469,562
147,-3,1050.490967,7.4598966,31704,19422,10424.26367,607,296.0281067,1550436.375,32,22091.88281,562
148,-3,1044.158691,7.4598632,31715,19464,10324.26367,607,296.0335693,1554462.875,32,22050.46094,562
149,-30,640.1080322,7.5817595,30894,21018,241.4213562,599,296.4208984,89502.8125,32,17494.11328,562
150,-30,636.5377197,7.582541,30894,21018,282.8427124,599,296.4283142,73773.07031,32,17452.69141,562
151,-4,1050.909546,7.4571562,31704,19443,10482.84277,607,296.0274353,1568473.5,32,22033.30469,562
152,-4,1050.68103,7.4569898,31704,19506,10382.84277,607,296.03302,1572543.75,32,21991.88281,562
153,-4,1044.224854,7.4571009,31715,19569,10282.84277,607,296.0386047,1575613,32,21950.46094,562
154,-34,636.5515747,7.5822272,30894,21039,382.8427124,599,296.4250793,71383.15625,32,17352.69141,562
155,-4,1050.901123,7.4543128,31704,19527,10441.4209,607,296.0322571,1592079.625,32,21933.30469,562
156,-4,1050.878784,7.4542279,31704,19590,10341.4209,607,296.0379639,1594922.125,32,21891.88281,562
157,-4,1044.293701,7.454339,31715,19674,10241.4209,607,296.0436096,1597283.375,32,21850.46094,562
158,-4,1037.823853,7.4542527,31715,19758,10141.4209,607,296.0491028,1599834.5,32,21809.04102,562
159,-34,636.5653076,7.5819116,30894,21081,482.8427124,599,296.421875,69106.14063,32,17252.69141,562
160,-34,632.9975586,7.5827618,30894,21081,500,599,296.4293213,53585.87891,32,17211.26953,562
161,-4,1051.084595,7.4514661,32313,19695,10300,607,296.0366821,1615989.625,32,21791.88281,562
162,-4,1044.365234,7.4515772,32338,19779,10200,607,296.0420532,1619259.75,32,21750.46094,562
163,-4,1037.769043,7.4514909,32338,19863,10100,607,296.0473938,1622157.125,32,21709.04102,562
164,-34,636.5789795,7.581594,31632,21102,582.8427124,599,296.4186401,66946.46875,32,17152.69141,562
165,-34,633.0124512,7.5824771,31632,21102,600,599,296.4261169,51405.54297,32,17111.26953,562
166,-4,1051.15625,7.4488616,32313,19800,10300,607,296.0352783,1637909.375,32,21691.88281,562
167,-4,1044.439697,7.4488153,32338,19905,10200,607,296.0404968,1642739.625,32,21650.46094,562
168,-4,1031.112183,7.4486427,32338,20094,10000,607,296.0508728,1647986.5,32,21567.61914,562
169,-34,636.5925903,7.581274,31632,21144,682.8427124,599,296.4154053,64908.29297,32,17052.69141,562
170,-34,633.0272827,7.5821905,31632,21144,700,599,296.4229126,49348.04297,32,17011.26953,562
171,-4,1044.517456,7.4460535,32338,20031,10200,607,296.0389404,1668258.875,32,21550.46094,562
172,-34,636.6061401,7.5809517,31632,21165,665.6854248,599,296.4121704,62995.41016,32,16952.69141,562
173,-34,633.0419922,7.5818949,31632,21165,707.1068115,599,296.4197083,47417.12891,32,16911.26953,562
174,-4,1044.598389,7.4432917,32338,20157,10241.4209,607,296.037384,1694117.25,32,21450.46094,562
175,-4,1037.590698,7.4432054,32338,20199,10141.4209,607,296.0422974,1699830.75,32,21409.04102,562
176,-4,1030.72876,7.443119,32338,20304,10041.4209,607,296.0471802,1698087.375,32,21367.61914,562
177,-5,1024.008423,7.4430327,32338,20346,9941.420898,607,296.052002,1693643.625,32,21326.19727,562
178,-34,633.0567017,7.5813937,31632,21186,665.6854248,599,296.4165039,45616.02734,32,16811.26953,562
179,-4,1044.682983,7.4405298,32338,20241,10282.84277,607,296.0358276,1716434.875,32,21350.46094,562
180,-4,1037.526245,7.4404435,32338,20304,10182.84277,607,296.0405884,1720181,32,21309.04102,562
181,-4,1030.525024,7.4403572,32338,20367,10082.84277,607,296.0453186,1718820.625,32,21267.61914,562
182,-5,1016.970886,7.4401846,32338,20409,9882.842773,607,296.0546875,1707716,32,21184.77539,562
183,-34,633.071228,7.5808973,31632,21228,565.6854248,599,296.413269,43947.15625,32,16711.26953,562
184,-4,1037.94165,7.4376817,32338,20388,10224.26367,607,296.0389099,1737271,32,21209.04102,562
185,-4,1030.101074,7.4375954,32338,20409,10124.26367,607,296.0434875,1736305.25,32,21167.61914,562
186,-5,1023.301819,7.4375091,32338,20409,10024.26367,607,296.0480347,1731282.625,32,21126.19727,562
187,-5,1016.645874,7.4374228,32338,20409,9924.263672,607,296.0525513,1724836.5,32,21084.77539,562
188,-34,636.6461792,7.5796704,31632,21270,424.2640686,599,296.4024353,58036.91016,33,16652.69141,562
189,-34,633.0857544,7.5804052,31632,21270,524.2640991,599,296.4100647,42411.65625,33,16611.26953,562
190,-4,1030.719727,7.4361534,32338,20409,10165.68555,607,296.0416565,1749804.75,32,21067.61914,562
191,-5,1023.948059,7.4361424,32338,20409,10065.68555,607,296.046051,1745832.375,32,21026.19727,562
192,-5,1010.744019,7.4422712,32338,20472,9865.685547,607,296.0516052,1733810.125,32,20943.35547,562
193,-34,636.6593628,7.5792522,31632,21333,382.8427124,599,296.3992004,56647.52734,33,16552.69141,562
194,-34,633.1001587,7.5799174,31632,21354,424.2640686,599,296.4068298,41008.69922,33,16511.26953,562
195,-3,1023.980774,7.4357905,32338,20430,10107.10645,607,296.0440979,1758544.875,32,20926.19727,562
196,-3,1017.31073,7.4357796,32338,20493,10007.10645,607,296.0482788,1753300.25,32,20884.77539,562
197,-34,633.114502,7.5794344,31632,21438,382.8427124,599,296.4036255,39734.50391,33,16411.26953,562
198,-3,1017.329895,7.4354272,32338,20577,10048.52832,607,296.0461731,1765221.875,32,20784.77539,562
199,-3,1010.800476,7.4410419,32338,20682,9948.52832,607,296.0475464,1760489.5,32,20743.35547,562
200,-3,1004.406433,7.4504986,32338,20766,9848.52832,607,296.0480042,1756008.25,32,20701.93359,562
201,-34,633.1287842,7.5789561,31632,21606,341.4213562,599,296.4003906,38581.08984,33,16311.26953,562
202,-3,1004.419861,7.4499302,33183,20829,9889.949219,607,296.0459595,1769033.625,32,20601.93359,562
203,-3,998.1580811,7.4594402,33183,20892,9789.949219,607,296.0464478,1765410.875,32,20560.51172,562
204,-34,633.1429443,7.5784817,32637,21837,282.8427124,599,296.3971863,37534.72656,34,16211.26953,562
205,-34,633.1571045,7.578012,32637,22089,241.4213562,599,296.3939514,36574.25,34,16111.26953,562
206,-3,1017.417908,7.434371,33183,20829,10172.79199,607,296.039917,1801566.875,32,20484.77539,562
207,-3,1010.870789,7.4391747,33183,20892,10072.79199,607,296.0414429,1798468,32,20443.35547,562
208,-3,992.032959,7.4680099,33183,20955,9772.791992,607,296.0428467,1788414.875,33,20319.0918,562
209,-3,1010.877564,7.4385457,33183,20934,10114.21387,607,296.0393982,1811578.125,33,20343.35547,562
210,-3,992.0397339,7.4675331,33183,20955,9814.213867,607,296.0408325,1801407.625,33,20219.0918,562
211,-3,992.0447998,7.4670534,33183,20955,9855.634766,607,296.0387878,1814169,34,20119.0918,562
212,-4,1030.199951,7.4333363,33183,20934,10497.05664,607,296.0272217,1847908.125,34,20267.61914,562
213,-3,1004.47583,7.4470391,33183,20955,10097.05664,607,296.0358276,1834080.125,34,20101.93359,562
214,-3,992.0487061,7.4665704,33183,20955,9897.056641,607,296.0367737,1826578.625,34,20019.0918,562
215,-3,986.0246582,7.4763403,33206,20955,9797.056641,607,296.0372314,1822805.875,34,19977.66992,562
216,-34,633.2127686,7.5757098,32637,23265,0,607,296.3810425,32829.23828,34,15711.26953,562
217,-4,1035.813355,7.4329953,33183,20934,10638.47754,607,296.0222473,1865613.75,34,20209.04102,562
218,-4,1030.193848,7.4329844,33183,20955,10538.47754,607,296.0254211,1863471.25,34,20167.61914,562
219,-3,1024.054199,7.4329734,33183,20955,10438.47754,607,296.0285645,1859120.5,34,20126.19727,562
220,-3,1017.436157,7.4329624,33183,20955,10338.47754,607,296.0316467,1854105.125,34,20084.77539,562
221,-3,998.2009277,7.4562664,33183,20955,10038.47754,607,296.0342712,1842040.75,34,19960.51172,562
222,-3,986.027832,7.4759049,33206,20955,9838.477539,607,296.0351868,1834969.25,34,19877.66992,562
223,-34,633.2264404,7.5750198,32637,23580,100,607,296.3778076,31637.94336,34,15611.26953,562
224,-3,1038.661133,7.4328823,33183,20934,10779.89941,607,296.0174255,1880279.875,34,20150.46094,562
225,-3,1034.199341,7.4327912,33183,20955,10679.89941,607,296.0205688,1882662.625,34,20109.04102,562
226,-3,1029.173828,7.4327912,33183,20955,10579.89941,607,296.0236511,1879226.375,34,20067.61914,562
227,-2,1023.616211,7.4327912,33183,20955,10479.89941,607,296.0266724,1873078,34,20026.19727,562
228,-2,1017.564026,7.4327912,33183,20955,10379.89941,607,296.0296021,1866444.625,34,19984.77539,562
229,-2,1011.058716,7.436316,33183,20955,10279.89941,607,296.0312805,1860719.75,34,19943.35547,562
230,-2,998.3253784,7.4565587,33183,20955,10079.89941,607,296.0322266,1853313.875,34,19860.51172,562
231,-2,986.1127319,7.4762979,33206,20955,9879.899414,607,296.0331726,1847005.625,34,19777.66992,562
232,-26,633.2400513,7.5743337,32637,23916,200,607,296.3745728,30207.58008,34,15511.26953,562
233,-3,1034.172119,7.4327912,33183,20955,10721.32031,607,296.0189209,1898463.375,34,20009.04102,562
234,-3,1029.157715,7.4327912,33183,20955,10621.32031,607,296.0218811,1893284.875,34,19967.61914,562
235,-2,1023.611633,7.4327912,33183,20955,10521.32031,607,296.0247498,1885603.25,34,19926.19727,562
236,-2,1017.567505,7.4327912,33183,20955,10421.32031,607,296.0275574,1877707.75,34,19884.77539,562
237,-2,1011.062988,7.4362617,33183,20955,10321.32031,607,296.0292358,1871087.125,34,19843.35547,562
238,-2,998.3294678,7.4575286,33183,20955,10121.32031,607,296.0301819,1864516.75,34,19760.51172,562
239,-2,992.1598511,7.4675713,33183,20955,10021.32031,607,296.0306702,1861966,34,19719.0918,562
240,-3,1034.150147,7.4327912,34217,20955,10762.74219,607,296.0172729,1906328.5,34,19909.04102,562
241,-3,1029.144775,7.4327912,34217,20955,10662.74219,607,296.0200806,1902655.125,34,19867.61914,562
242,-2,1023.607849,7.4327912,34217,20955,10562.74219,607,296.0228577,1895882.5,34,19826.19727,562
243,-2,1011.066406,7.4362183,34217,20955,10362.74219,607,296.0272217,1881209.25,34,19743.35547,562
244,-2,1004.632629,7.447855,34217,20955,10262.74219,607,296.0276794,1878291.25,34,19701.93359,562
245,-2,992.1630859,7.4688511,34217,20955,10062.74219,607,296.0286255,1874144.125,34,19619.0918,562
246,-3,1029.134033,7.4327912,34217,20955,10704.16309,607,296.0183105,1910625.375,34,19767.61914,562
247,-2,1023.604736,7.4327912,34217,20955,10604.16309,607,296.0209351,1905711.75,34,19726.19727,562
248,-2,1017.572632,7.4327912,34217,20955,10504.16309,607,296.0234985,1899778,34,19684.77539,562
249,-2,992.1657104,7.4703965,34217,20955,10104.16309,607,296.0266113,1887133.5,34,19519.0918,562
250,-2,986.1223755,7.4795837,34242,20955,10004.16309,607,296.0270691,1884720.5,34,19477.66992,562
251,-3,1029.125122,7.4327912,34217,20955,10745.58398,607,296.0165405,1919023,34,19667.61914,562
252,-2,1023.602112,7.4327912,34217,20955,10645.58398,607,296.019043,1915994.625,34,19626.19727,562
253,-2,1017.574524,7.4327912,34217,20955,10545.58398,607,296.0214844,1912029.75,34,19584.77539,562
254,-2,1011.071594,7.4361844,34217,20955,10445.58398,607,296.0231628,1908305.125,34,19543.35547,562
255,-2,986.1245728,7.4811139,34242,20955,10045.58398,607,296.0250549,1898375,34,19377.66992,562
256,-2,980.2040405,7.4887896,34242,20955,9945.583984,607,296.0255127,1895681.25,34,19336.24805,562
257,-2,1023.599915,7.4336004,34217,20955,10687.00586,607,296.0171509,1927042.375,34,19526.19727,562
258,-2,1017.576111,7.435863,34217,20955,10587.00586,607,296.0194702,1924828,34,19484.77539,562
259,-2,1011.073608,7.4412646,34217,20955,10487.00586,607,296.0211182,1922393.625,34,19443.35547,562
260,-2,1004.639648,7.4493546,34217,20955,10387.00586,607,296.0216064,1920027.5,34,19401.93359,562
261,-2,986.1264038,7.4845538,34242,20955,10087.00586,607,296.0230103,1912410.75,34,19277.66992,562
262,-2,980.2058105,7.489882,34242,20955,9987.005859,607,296.0234985,1909714.875,34,19236.24805,562
263,-7,968.7196045,7.5006509,34242,20955,9787.005859,607,296.0244446,1903535.375,34,19153.40625,562
264,-7,963.147522,7.5048709,34242,20955,9687.005859,607,296.0249329,1898171.125,34,19111.98438,562
265,-3,1030.634277,7.4329748,34217,20955,10828.42676,607,296.013031,1938762.5,34,19467.61914,562
266,-2,1025.664185,7.4341354,34217,20955,10728.42676,607,296.0152893,1938735.625,34,19426.19727,562
267,-2,1020.176331,7.4371877,34217,20955,10628.42676,607,296.0174561,1937951.625,34,19384.77539,562
268,-2,1008.185242,7.4427409,34217,20955,10528.42676,607,296.019104,1936634.625,34,19343.35547,562
269,-2,1007.752625,7.450758,34217,20955,10428.42676,607,296.0195618,1934803.25,34,19301.93359,562
